date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:37:56	29478/29478	---MC-	200	added ('OK')	text/javascript	date:Mon,%2003%20Apr%202017%2021:04:51%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/SAVVYITSOL/Desktop/Watch/watch/www.google-analytics.com/analytics.js	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:37:59	55354/55354	---MC-	200	added ('OK')	text/javascript	date:Fri,%2007%20Apr%202017%2014:02:24%20GMT	http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/Users/SAVVYITSOL/Desktop/Watch/watch/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:00	18390/18390	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202017%2014:07:53%20GMT	https://p.w3layouts.com/demos/luxury_watches/web/checkout.html	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/checkout.html	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:00	93100/93100	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js	C:/Users/SAVVYITSOL/Desktop/Watch/watch/ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:01	3143/3143	---M--	200	added ('OK')	image/png	etag:%22d40b50-c47-5242cb8d9dd80%22	https://p.w3layouts.com/demos/luxury_watches/web/images/cart-1.png	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/cart-1.png	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:01	22127/22127	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202017%2014:07:59%20GMT	https://p.w3layouts.com/demos/luxury_watches/web/index.html	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/index-2.html	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:01	23606/23606	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202017%2014:07:59%20GMT	https://p.w3layouts.com/demos/luxury_watches/web/products.html	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/products.html	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:02	29164/29164	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202017%2014:07:59%20GMT	https://p.w3layouts.com/demos/luxury_watches/web/typo.html	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/typo.html	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:02	17315/17315	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202017%2014:08:00%20GMT	https://p.w3layouts.com/demos/luxury_watches/web/contact.html	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/contact.html	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:06	143801/143801	---M--	200	added ('OK')	image/jpeg	etag:%22d40b4c-231b9-5242cb8ac16c0%22	https://p.w3layouts.com/demos/luxury_watches/web/images/bnr-3.jpg	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/bnr-3.jpg	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:06	399098/399098	---M--	200	added ('OK')	image/jpeg	etag:%22d40b4a-616fa-5242cb89cd480%22	https://p.w3layouts.com/demos/luxury_watches/web/images/bnr-1.jpg	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/bnr-1.jpg	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:06	3397/3397	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d40b6b-d45-5242cb9dd43c0%22	https://p.w3layouts.com/demos/luxury_watches/web/js/responsiveslides.min.js	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/js/responsiveslides.min.js	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:07	183146/183146	---M--	200	added ('OK')	image/jpeg	etag:%22d40b4b-2cb6a-5242cb89cd480%22	https://p.w3layouts.com/demos/luxury_watches/web/images/bnr-2.jpg	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/bnr-2.jpg	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:07	57550/57550	---M--	200	added ('OK')	image/jpeg	etag:%22d40b46-e0ce-5242cb85fcb80%22	https://p.w3layouts.com/demos/luxury_watches/web/images/abt-1.jpg	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/abt-1.jpg	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:07	43561/43561	---M--	200	added ('OK')	image/jpeg	etag:%22d40b47-aa29-5242cb86f0dc0%22	https://p.w3layouts.com/demos/luxury_watches/web/images/abt-2.jpg	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/abt-2.jpg	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:08	30014/30014	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202017%2014:08:05%20GMT	https://p.w3layouts.com/demos/luxury_watches/web/single.html	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/single.html	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:08	34584/34584	---M--	200	added ('OK')	image/jpeg	etag:%22d40b48-8718-5242cb86f0dc0%22	https://p.w3layouts.com/demos/luxury_watches/web/images/abt-3.jpg	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/abt-3.jpg	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:09	35465/35465	---M--	200	added ('OK')	image/png	etag:%22d40b55-8a89-5242cb8f86200%22	https://p.w3layouts.com/demos/luxury_watches/web/images/p-1.png	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/p-1.png	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:10	45072/45072	---M--	200	added ('OK')	image/png	etag:%22d40b56-b010-5242cb907a440%22	https://p.w3layouts.com/demos/luxury_watches/web/images/p-2.png	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/p-2.png	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:10	39799/39799	---M--	200	added ('OK')	image/png	etag:%22d40b57-9b77-5242cb907a440%22	https://p.w3layouts.com/demos/luxury_watches/web/images/p-3.png	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/p-3.png	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:11	38423/38423	---M--	200	added ('OK')	image/png	etag:%22d40b58-9617-5242cb92628c0%22	https://p.w3layouts.com/demos/luxury_watches/web/images/p-4.png	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/p-4.png	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:11	39841/39841	---M--	200	added ('OK')	image/png	etag:%22d40b59-9ba1-5242cb92628c0%22	https://p.w3layouts.com/demos/luxury_watches/web/images/p-5.png	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/p-5.png	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:12	38477/38477	---M--	200	added ('OK')	image/png	etag:%22d40b5a-964d-5242cb9356b00%22	https://p.w3layouts.com/demos/luxury_watches/web/images/p-6.png	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/p-6.png	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:12	37634/37634	---M--	200	added ('OK')	image/png	etag:%22d40b5b-9302-5242cb9356b00%22	https://p.w3layouts.com/demos/luxury_watches/web/images/p-7.png	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/p-7.png	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:13	35465/35465	---M--	200	added ('OK')	image/png	etag:%22d40b5c-8a89-5242cb944ad40%22	https://p.w3layouts.com/demos/luxury_watches/web/images/p-8.png	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/p-8.png	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:13	16922/16922	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202017%2014:08:11%20GMT	https://p.w3layouts.com/demos/luxury_watches/web/account.html	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/account.html	(from https://p.w3layouts.com/demos/luxury_watches/web/)
19:38:13	380/380	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Apr%202017%2014:08:11%20GMT	https://p.w3layouts.com/demos/luxury_watches/web/fonts/glyphicons-halflings-regular.eot	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/fonts/glyphicons-halflings-regular.eot	(from https://p.w3layouts.com/demos/luxury_watches/web/css/bootstrap.css)
19:38:14	380/380	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Apr%202017%2014:08:11%20GMT	https://p.w3layouts.com/demos/luxury_watches/web/fonts/glyphicons-halflings-regular.eot?	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/fonts/glyphicons-halflings-regulard41d.eot	(from https://p.w3layouts.com/demos/luxury_watches/web/css/bootstrap.css)
19:38:14	382/382	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Apr%202017%2014:08:12%20GMT	https://p.w3layouts.com/demos/luxury_watches/web/fonts/glyphicons-halflings-regular.woff2	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/fonts/glyphicons-halflings-regular.woff2	(from https://p.w3layouts.com/demos/luxury_watches/web/css/bootstrap.css)
19:38:14	381/381	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Apr%202017%2014:08:12%20GMT	https://p.w3layouts.com/demos/luxury_watches/web/fonts/glyphicons-halflings-regular.woff	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/fonts/glyphicons-halflings-regular.woff	(from https://p.w3layouts.com/demos/luxury_watches/web/css/bootstrap.css)
19:38:15	380/380	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Apr%202017%2014:08:12%20GMT	https://p.w3layouts.com/demos/luxury_watches/web/fonts/glyphicons-halflings-regular.ttf	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/fonts/glyphicons-halflings-regular.ttf	(from https://p.w3layouts.com/demos/luxury_watches/web/css/bootstrap.css)
19:38:15	380/380	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Apr%202017%2014:08:13%20GMT	https://p.w3layouts.com/demos/luxury_watches/web/fonts/glyphicons-halflings-regular.svg	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/fonts/glyphicons-halflings-regular.svg	(from https://p.w3layouts.com/demos/luxury_watches/web/css/bootstrap.css)
19:38:17	56260/56260	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22d40b41-dbc4-5242cb83204c0%22	https://p.w3layouts.com/demos/luxury_watches/web/fonts/Muli-Regular.ttf	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/fonts/Muli-Regular.ttf	(from https://p.w3layouts.com/demos/luxury_watches/web/css/style.css)
19:38:17	46660/46660	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22d40b1d-b644-5242cb8043e00%22	https://p.w3layouts.com/demos/luxury_watches/web/fonts/BreeSerif-Regular.ttf	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/fonts/BreeSerif-Regular.ttf	(from https://p.w3layouts.com/demos/luxury_watches/web/css/style.css)
19:38:18	120196/120196	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22d40b30-1d584-5242cb8138040%22	https://p.w3layouts.com/demos/luxury_watches/web/fonts/Lato-Regular.ttf	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/fonts/Lato-Regular.ttf	(from https://p.w3layouts.com/demos/luxury_watches/web/css/style.css)
19:38:18	227700/227700	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22d40b40-37974-5242cb822c280%22	https://p.w3layouts.com/demos/luxury_watches/web/fonts/Lora-Regular.ttf	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/fonts/Lora-Regular.ttf	(from https://p.w3layouts.com/demos/luxury_watches/web/css/style.css)
19:38:18	3655/3655	---M--	200	added ('OK')	image/png	etag:%22d40b63-e47-5242cb990f880%22	https://p.w3layouts.com/demos/luxury_watches/web/images/search.png	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/search.png	(from https://p.w3layouts.com/demos/luxury_watches/web/css/style.css)
19:38:18	2920/2920	---M--	200	added ('OK')	image/png	etag:%22d40b49-b68-5242cb86f0dc0%22	https://p.w3layouts.com/demos/luxury_watches/web/images/arrow.png	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/arrow.png	(from https://p.w3layouts.com/demos/luxury_watches/web/css/style.css)
19:38:18	3417/3417	---M--	200	added ('OK')	image/png	etag:%22d40b51-d59-5242cb8d9dd80%22	https://p.w3layouts.com/demos/luxury_watches/web/images/cart-2.png	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/cart-2.png	(from https://p.w3layouts.com/demos/luxury_watches/web/css/style.css)
19:38:19	3090/3090	---M--	200	added ('OK')	image/png	etag:%22d40b52-c12-5242cb8d9dd80%22	https://p.w3layouts.com/demos/luxury_watches/web/images/cart-3.png	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/cart-3.png	(from https://p.w3layouts.com/demos/luxury_watches/web/css/style.css)
19:38:19	4365/4365	---M--	200	added ('OK')	image/png	etag:%22d40b62-110d-5242cb981b640%22	https://p.w3layouts.com/demos/luxury_watches/web/images/s-icons.png	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/s-icons.png	(from https://p.w3layouts.com/demos/luxury_watches/web/css/style.css)
19:38:19	2928/2928	---M--	200	added ('OK')	image/png	etag:%22d40b65-b70-5242cb9a03ac0%22	https://p.w3layouts.com/demos/luxury_watches/web/images/tick.png	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/tick.png	(from https://p.w3layouts.com/demos/luxury_watches/web/css/style.css)
19:38:20	4684/4684	---M--	200	added ('OK')	image/png	etag:%22d40b53-124c-5242cb8d9dd80%22	https://p.w3layouts.com/demos/luxury_watches/web/images/close.png	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/close.png	(from https://p.w3layouts.com/demos/luxury_watches/web/css/style.css)
19:38:20	3354/3354	---M--	200	added ('OK')	image/png	etag:%22d40b64-d1a-5242cb990f880%22	https://p.w3layouts.com/demos/luxury_watches/web/images/star.png	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/star.png	(from https://p.w3layouts.com/demos/luxury_watches/web/css/style.css)
19:38:21	22544/22544	---M--	200	added ('OK')	image/jpeg	etag:%22d40b4d-5810-5242cb8ac16c0%22	https://p.w3layouts.com/demos/luxury_watches/web/images/c-1.jpg	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/c-1.jpg	(from https://p.w3layouts.com/demos/luxury_watches/web/checkout.html)
19:38:21	23800/23800	---M--	200	added ('OK')	image/jpeg	etag:%22d40b4e-5cf8-5242cb8ca9b40%22	https://p.w3layouts.com/demos/luxury_watches/web/images/c-2.jpg	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/c-2.jpg	(from https://p.w3layouts.com/demos/luxury_watches/web/checkout.html)
19:38:22	17836/17836	---M--	200	added ('OK')	image/jpeg	etag:%22d40b4f-45ac-5242cb8ca9b40%22	https://p.w3layouts.com/demos/luxury_watches/web/images/c-3.jpg	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/c-3.jpg	(from https://p.w3layouts.com/demos/luxury_watches/web/checkout.html)
19:38:24	4339/4339	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d40b66-10f3-5242cb9af7d00%22	https://p.w3layouts.com/demos/luxury_watches/web/js/imagezoom.js	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/js/imagezoom.js	(from https://p.w3layouts.com/demos/luxury_watches/web/single.html)
19:38:25	102689/102689	---M--	200	added ('OK')	image/jpeg	etag:%22d40b60-19121-5242cb9727400%22	https://p.w3layouts.com/demos/luxury_watches/web/images/s-2.jpg	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/s-2.jpg	(from https://p.w3layouts.com/demos/luxury_watches/web/single.html)
19:38:25	149967/149967	---M--	200	added ('OK')	image/jpeg	etag:%22d40b5f-249cf-5242cb96331c0%22	https://p.w3layouts.com/demos/luxury_watches/web/images/s-1.jpg	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/s-1.jpg	(from https://p.w3layouts.com/demos/luxury_watches/web/single.html)
19:38:25	72021/72021	---M--	200	added ('OK')	image/jpeg	etag:%22d40b61-11955-5242cb981b640%22	https://p.w3layouts.com/demos/luxury_watches/web/images/s-3.jpg	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/s-3.jpg	(from https://p.w3layouts.com/demos/luxury_watches/web/single.html)
19:38:25	54915/54915	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d40b69-d683-5242cb9dd43c0%22	https://p.w3layouts.com/demos/luxury_watches/web/js/jquery.flexslider.js	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/js/jquery.flexslider.js	(from https://p.w3layouts.com/demos/luxury_watches/web/single.html)
19:38:25	7380/7380	---MCZ	200	added ('OK')	text/css	etag:W/%22d40b08-1cd4-5242cb7c73500%22	https://p.w3layouts.com/demos/luxury_watches/web/css/flexslider.css	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/css/flexslider.css	(from https://p.w3layouts.com/demos/luxury_watches/web/single.html)
19:38:27	17052/17052	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202017%2014:08:23%20GMT	https://p.w3layouts.com/demos/luxury_watches/web/register.html	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/register.html	(from https://p.w3layouts.com/demos/luxury_watches/web/account.html)
19:38:28	375/375	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Apr%202017%2014:08:25%20GMT	https://p.w3layouts.com/demos/luxury_watches/web/fonts/webfont/flexslider-icon.eot	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/fonts/webfont/flexslider-icon.eot	(from https://p.w3layouts.com/demos/luxury_watches/web/css/flexslider.css)
19:38:28	376/376	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Apr%202017%2014:08:25%20GMT	https://p.w3layouts.com/demos/luxury_watches/web/fonts/webfonts/flexslider-icon.eot?	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/fonts/webfonts/flexslider-icond41d.eot	(from https://p.w3layouts.com/demos/luxury_watches/web/css/flexslider.css)
19:38:28	377/377	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Apr%202017%2014:08:26%20GMT	https://p.w3layouts.com/demos/luxury_watches/web/fonts/webfonts/flexslider-icon.woff	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/fonts/webfonts/flexslider-icon.woff	(from https://p.w3layouts.com/demos/luxury_watches/web/css/flexslider.css)
19:38:28	376/376	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Apr%202017%2014:08:26%20GMT	https://p.w3layouts.com/demos/luxury_watches/web/fonts/webfonts/flexslider-icon.ttf	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/fonts/webfonts/flexslider-icon.ttf	(from https://p.w3layouts.com/demos/luxury_watches/web/css/flexslider.css)
19:38:29	376/376	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Apr%202017%2014:08:26%20GMT	https://p.w3layouts.com/demos/luxury_watches/web/fonts/webfonts/flexslider-icon.svg	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/fonts/webfonts/flexslider-icon.svg	(from https://p.w3layouts.com/demos/luxury_watches/web/css/flexslider.css)
19:38:29	363/363	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Apr%202017%2014:08:27%20GMT	https://p.w3layouts.com/demos/luxury_watches/web/images/img-sprite.png	C:/Users/SAVVYITSOL/Desktop/Watch/watch/p.w3layouts.com/demos/luxury_watches/web/images/img-sprite.png	(from https://p.w3layouts.com/demos/luxury_watches/web/css/flexslider.css)
